mode,question_index,question,gold_item,rerank_score,rerank_percentile,embedding_similarity,embedding_percentile,total_items_count,avg_percentile
fact,9,在近期的一个国际冲突中，美国情报机构对东欧盟友的关键支持导致了一个欧亚大国的海军旗舰遭受毁灭性打击。作为回应，该欧亚大国从一个西亚国家获得了新型弹道导弹系统，以增强其军事实力。随后，西亚国家因地区紧张...,2024年5月5日，两名美国官员宣称，美国通过分享情报帮助乌克兰军队于4月13日重创了俄罗斯黑海舰队旗舰“莫斯科号”。,0.14494041621161682,0.03773584905660377,0.4765155613422394,0.1320754716981132,53,0.08490566037735849
fact,9,在近期的一个国际冲突中，美国情报机构对东欧盟友的关键支持导致了一个欧亚大国的海军旗舰遭受毁灭性打击。作为回应，该欧亚大国从一个西亚国家获得了新型弹道导弹系统，以增强其军事实力。随后，西亚国家因地区紧张...,2024年8月9日，两位匿名的欧洲情报官员透露，伊朗预计将很快向俄罗斯交付数百枚短程弹道导弹。,0.14061650432271433,0.05660377358490566,0.5186920166015625,0.05660377358490566,53,0.05660377358490566
fact,9,在近期的一个国际冲突中，美国情报机构对东欧盟友的关键支持导致了一个欧亚大国的海军旗舰遭受毁灭性打击。作为回应，该欧亚大国从一个西亚国家获得了新型弹道导弹系统，以增强其军事实力。随后，西亚国家因地区紧张...,2024年10月1日，以色列国防军发言人哈加里发布视频讲话说，以色列防空系统已做好充分准备，空军战机正在空中巡逻。,0.1510066172372266,0.018867924528301886,0.42625880241394043,0.37735849056603776,53,0.19811320754716982
fact,10,在2024年的一系列国际事件中，美国情报机构的行动引发了连锁反应。首先，美国通过情报共享帮助一个东欧盟友成功打击了某个海上目标。随后，这种支持被指控参与了另一个中东冲突中的军事行动，导致大量平民伤亡。...,2024年5月5日，美国官员宣称，美国通过分享情报帮助乌克兰军队于4月13日重创俄罗斯黑海舰队旗舰“莫斯科号”。,0.1919620623386717,0.08333333333333333,0.4687430262565613,0.5,48,0.2916666666666667
fact,10,在2024年的一系列国际事件中，美国情报机构的行动引发了连锁反应。首先，美国通过情报共享帮助一个东欧盟友成功打击了某个海上目标。随后，这种支持被指控参与了另一个中东冲突中的军事行动，导致大量平民伤亡。...,2024年6月8日，哈马斯方面表示，已确认美国参与了以军的行动。,0.1882329021861962,0.10416666666666667,0.5407084226608276,0.08333333333333333,48,0.09375
fact,10,在2024年的一系列国际事件中，美国情报机构的行动引发了连锁反应。首先，美国通过情报共享帮助一个东欧盟友成功打击了某个海上目标。随后，这种支持被指控参与了另一个中东冲突中的军事行动，导致大量平民伤亡。...,2024年10月1日，路透社、法新社、彭博社报道，美国白宫高级官员表示，伊朗“即将”向以色列发动弹道导弹袭击。,0.45051924666192994,0.020833333333333332,0.5751545429229736,0.020833333333333332,48,0.020833333333333332
fact,11,在去年夏季，一个武装组织通过无人机展示了其监视邻国北部军事设施的能力，这一事件加剧了地区紧张。随后，在秋季，该组织的一位关键领导人在一次针对首都的空袭中丧生，其葬礼吸引了大量民众参加，并有来自另一个国...,黎巴嫩真主党6月18日晚间发布了一段长达9分21秒的无人机拍摄视频,0.15467367763569886,0.3380281690140845,0.5018866658210754,0.3380281690140845,71,0.3380281690140845
fact,11,在去年夏季，一个武装组织通过无人机展示了其监视邻国北部军事设施的能力，这一事件加剧了地区紧张。随后，在秋季，该组织的一位关键领导人在一次针对首都的空袭中丧生，其葬礼吸引了大量民众参加，并有来自另一个国...,视频显示，真主党的无人机飞越了几乎整个以色列北部，一路渗透到距离边境30公里以外的以色列领土上,0.1580987866732059,0.2676056338028169,0.5313661694526672,0.18309859154929578,71,0.22535211267605632
fact,11,在去年夏季，一个武装组织通过无人机展示了其监视邻国北部军事设施的能力，这一事件加剧了地区紧张。随后，在秋季，该组织的一位关键领导人在一次针对首都的空袭中丧生，其葬礼吸引了大量民众参加，并有来自另一个国...,真主党领导人哈桑·纳斯鲁拉及多名真主党高层在9月27日的空袭中被炸死,0.1631805419046325,0.18309859154929578,0.5187649726867676,0.2535211267605634,71,0.21830985915492956
fact,11,在去年夏季，一个武装组织通过无人机展示了其监视邻国北部军事设施的能力，这一事件加剧了地区紧张。随后，在秋季，该组织的一位关键领导人在一次针对首都的空袭中丧生，其葬礼吸引了大量民众参加，并有来自另一个国...,当地时间2月23日，已故前任真主党领导人纳斯鲁拉的葬礼在黎巴嫩首都贝鲁特举行,0.15537215505224494,0.30985915492957744,0.5071509480476379,0.29577464788732394,71,0.3028169014084507
fact,11,在去年夏季，一个武装组织通过无人机展示了其监视邻国北部军事设施的能力，这一事件加剧了地区紧张。随后，在秋季，该组织的一位关键领导人在一次针对首都的空袭中丧生，其葬礼吸引了大量民众参加，并有来自另一个国...,伊朗最高领袖哈梅内伊派代表参加葬礼并由代表宣读他的致辞,0.16683165226951358,0.11267605633802817,0.5198749303817749,0.22535211267605634,71,0.16901408450704225
fact,11,在去年夏季，一个武装组织通过无人机展示了其监视邻国北部军事设施的能力，这一事件加剧了地区紧张。随后，在秋季，该组织的一位关键领导人在一次针对首都的空袭中丧生，其葬礼吸引了大量民众参加，并有来自另一个国...,现任真主党领导人卡西姆发表视频讲话，誓言“无论付出多少牺牲，抵抗仍将继续”,0.18077265085861977,0.056338028169014086,0.5043003559112549,0.30985915492957744,71,0.18309859154929575
fact,11,在去年夏季，一个武装组织通过无人机展示了其监视邻国北部军事设施的能力，这一事件加剧了地区紧张。随后，在秋季，该组织的一位关键领导人在一次针对首都的空袭中丧生，其葬礼吸引了大量民众参加，并有来自另一个国...,根据协议，以军应在60天内、即2025年1月26日之前逐步撤出黎南部,0.19682801868850666,0.014084507042253521,0.5628950595855713,0.056338028169014086,71,0.035211267605633804
fact,13,在2024年，一个被西方广泛制裁的国家向其关键盟友交付了数百枚新型弹道导弹系统。同时，在该国领空，一架无人侦察机被击落的事件引发了国际关注。美国情报机构随后发出警告，称该国可能对另一个中东国家发动导弹...,2024年8月9日，路透社报道，两位匿名的欧洲情报官员透露，伊朗预计将很快向俄罗斯交付数百枚短程弹道导弹。,0.2875546519298821,0.06976744186046512,0.6366687417030334,0.023255813953488372,43,0.046511627906976744
fact,13,在2024年，一个被西方广泛制裁的国家向其关键盟友交付了数百枚新型弹道导弹系统。同时，在该国领空，一架无人侦察机被击落的事件引发了国际关注。美国情报机构随后发出警告，称该国可能对另一个中东国家发动导弹...,2024年8月8日，伊朗军方在该国胡泽斯坦省港口城市马赫夏赫尔上空击落了一架外国无人机。,0.17440747207733273,0.18604651162790697,0.55756676197052,0.20930232558139536,43,0.19767441860465118
fact,13,在2024年，一个被西方广泛制裁的国家向其关键盟友交付了数百枚新型弹道导弹系统。同时，在该国领空，一架无人侦察机被击落的事件引发了国际关注。美国情报机构随后发出警告，称该国可能对另一个中东国家发动导弹...,2024年10月1日，美国白宫高级官员称，白宫认为伊朗“即将”向以色列发动弹道导弹袭击。,0.4911673289411262,0.023255813953488372,0.596474289894104,0.09302325581395349,43,0.05813953488372093
fact,14,在中东地区近年的一场国际冲突中，一位国防官员被美国高层描述为关键盟友；随后，该国经历内部政治风波，该官员因政策分歧被解除职务，引发民众示威；最近，该国拟对邻国核设施采取军事行动，但被一个西方大国的前元...,2020年1月9日，五角大楼新闻秘书帕特·赖德在一份声明中表示加兰特是以色列国防部长也是值得信赖的合作伙伴。,0.15415768236343827,0.13114754098360656,0.6099065542221069,0.01639344262295082,61,0.07377049180327869
fact,14,在中东地区近年的一场国际冲突中，一位国防官员被美国高层描述为关键盟友；随后，该国经历内部政治风波，该官员因政策分歧被解除职务，引发民众示威；最近，该国拟对邻国核设施采取军事行动，但被一个西方大国的前元...,2023年11月5日晚，以色列总理内塔尼亚胡将国防部长约阿夫·加兰特撤职。,0.1696189335128896,0.06557377049180328,0.5537929534912109,0.14754098360655737,61,0.10655737704918034
fact,14,在中东地区近年的一场国际冲突中，一位国防官员被美国高层描述为关键盟友；随后，该国经历内部政治风波，该官员因政策分歧被解除职务，引发民众示威；最近，该国拟对邻国核设施采取军事行动，但被一个西方大国的前元...,2023年11月5日晚，成千上万的示威者在特拉维夫和耶路撒冷等地聚集抗议。,0.14857015820002328,0.14754098360655737,0.4405621886253357,0.7049180327868853,61,0.42622950819672134
fact,14,在中东地区近年的一场国际冲突中，一位国防官员被美国高层描述为关键盟友；随后，该国经历内部政治风波，该官员因政策分歧被解除职务，引发民众示威；最近，该国拟对邻国核设施采取军事行动，但被一个西方大国的前元...,2024年4月16日，美国《纽约时报》报道以色列原计划5月轰炸伊朗核设施但被特朗普拦住。,0.1714108680834491,0.04918032786885246,0.5494803190231323,0.18032786885245902,61,0.11475409836065574
fact,16,在一个中东国家，最高法院近期作出判决，要求政府停止对特定宗教机构的资助，引发政治争议。此前，该国一位负责国防事务的高级官员被撤职，导致大规模抗议。更早时，该国外交部长公开感谢美国对一个导弹防御系统的支...,2024年3月28日，以色列最高法院判决要求以色列政府停止资助抵制征兵令的犹太宗教机构。,0.3020442741829011,0.015151515151515152,0.6087865233421326,0.015151515151515152,66,0.015151515151515152
fact,16,在一个中东国家，最高法院近期作出判决，要求政府停止对特定宗教机构的资助，引发政治争议。此前，该国一位负责国防事务的高级官员被撤职，导致大规模抗议。更早时，该国外交部长公开感谢美国对一个导弹防御系统的支...,2024年3月28日，‘未来党’领袖亚伊尔·拉皮德抨击内塔尼亚胡。,0.15088563297463614,0.24242424242424243,0.4769960641860962,0.7727272727272727,66,0.5075757575757576
fact,16,在一个中东国家，最高法院近期作出判决，要求政府停止对特定宗教机构的资助，引发政治争议。此前，该国一位负责国防事务的高级官员被撤职，导致大规模抗议。更早时，该国外交部长公开感谢美国对一个导弹防御系统的支...,2023年11月5日晚，以色列总理内塔尼亚胡将国防部长约阿夫·加兰特撤职。,0.15486597080794828,0.21212121212121213,0.5919911861419678,0.045454545454545456,66,0.12878787878787878
fact,16,在一个中东国家，最高法院近期作出判决，要求政府停止对特定宗教机构的资助，引发政治争议。此前，该国一位负责国防事务的高级官员被撤职，导致大规模抗议。更早时，该国外交部长公开感谢美国对一个导弹防御系统的支...,2021年9月23日，以色列外交部长亚伊尔·拉皮德连发三推表达对美国众议院决议的支持和感谢。,0.17589387552901192,0.07575757575757576,0.5356810092926025,0.3181818181818182,66,0.19696969696969696
fact,17,在2023年一场重大国内政治动荡中，一位反对派人物因谴责政府将个人议程置于国家利益之上而声名鹊起。2024年，这位人物出任高级外交职务，并与一位美国立法机构的关键人物进行了会谈。这位美国关键人物的正式...,以色列反对派领袖亚伊尔·拉皮德称内塔尼亚胡“将个人利益置于国家利益之上”。,0.19080800992925287,0.03773584905660377,0.4154466390609741,0.37735849056603776,53,0.20754716981132076
fact,17,在2023年一场重大国内政治动荡中，一位反对派人物因谴责政府将个人议程置于国家利益之上而声名鹊起。2024年，这位人物出任高级外交职务，并与一位美国立法机构的关键人物进行了会谈。这位美国关键人物的正式...,以色列政府于2023年1月宣布将对以色列司法系统进行全面的改革。,0.12596165807281134,0.4716981132075472,0.3624109625816345,0.5849056603773585,53,0.5283018867924528
fact,17,在2023年一场重大国内政治动荡中，一位反对派人物因谴责政府将个人议程置于国家利益之上而声名鹊起。2024年，这位人物出任高级外交职务，并与一位美国立法机构的关键人物进行了会谈。这位美国关键人物的正式...,美国众议院多数党领袖斯泰尼·霍耶于2024年9月21日同以色列外交部长亚伊尔·拉皮德进行了交谈。,0.2625067892034789,0.018867924528301886,0.5612983703613281,0.018867924528301886,53,0.018867924528301886
fact,18,在2024年，美国情报机构的一次行动帮助乌克兰重创了一艘俄罗斯军舰后，俄罗斯被报道计划针对一个主要欧洲防务企业的高管进行暗杀作为回应。与此同时，一个西亚国家因盟友高级成员被暗杀而威胁以色列，其外交部发...,2024年5月5日，美国全国广播公司报道，美国通过分享情报帮助乌克兰军队于4月13日重创俄罗斯黑海舰队旗舰“莫斯科号”。,0.3530261017314635,0.0625,0.5910329222679138,0.15625,32,0.109375
fact,18,在2024年，美国情报机构的一次行动帮助乌克兰重创了一艘俄罗斯军舰后，俄罗斯被报道计划针对一个主要欧洲防务企业的高管进行暗杀作为回应。与此同时，一个西亚国家因盟友高级成员被暗杀而威胁以色列，其外交部发...,2024年7月11日，美国有线电视新闻网报道，美国情报机构发现俄罗斯政府计划暗杀德国莱茵金属公司总裁阿明·帕佩格。,0.43699128702305107,0.03125,0.6497396230697632,0.03125,32,0.03125
fact,18,在2024年，美国情报机构的一次行动帮助乌克兰重创了一艘俄罗斯军舰后，俄罗斯被报道计划针对一个主要欧洲防务企业的高管进行暗杀作为回应。与此同时，一个西亚国家因盟友高级成员被暗杀而威胁以色列，其外交部发...,2024年9月27日，黎巴嫩真主党领导人纳斯鲁拉遭到以色列暗杀。,0.16976130200200817,0.21875,0.5581313371658325,0.25,32,0.234375
fact,18,在2024年，美国情报机构的一次行动帮助乌克兰重创了一艘俄罗斯军舰后，俄罗斯被报道计划针对一个主要欧洲防务企业的高管进行暗杀作为回应。与此同时，一个西亚国家因盟友高级成员被暗杀而威胁以色列，其外交部发...,2024年9月30日，伊朗外交部发言人卡纳尼表示，伊朗将对此作出回应。,0.14035854422925054,0.34375,0.49569422006607056,0.4375,32,0.390625
fact,19,在以色列近期一场重大政治争议期间，一位负责国防事务的高级官员因公开异议被临时解职；随后，在一个地区武装冲突爆发后，他恢复了职务并主导军事行动。2024年初，该国政府计划对一西亚国家实施秘密军事打击，目...,2023年3月26日晚，以色列总理内塔尼亚胡宣布解除国防部长约亚夫·加兰特的职务。,0.18177199374678413,0.05454545454545454,0.607702374458313,0.09090909090909091,55,0.07272727272727272
fact,19,在以色列近期一场重大政治争议期间，一位负责国防事务的高级官员因公开异议被临时解职；随后，在一个地区武装冲突爆发后，他恢复了职务并主导军事行动。2024年初，该国政府计划对一西亚国家实施秘密军事打击，目...,2023年3月，因为加兰特呼吁暂停有争议的司法改革计划，加兰特被撤职。,0.12485396474025724,0.5272727272727272,0.4388574957847595,0.8363636363636363,55,0.6818181818181818
fact,19,在以色列近期一场重大政治争议期间，一位负责国防事务的高级官员因公开异议被临时解职；随后，在一个地区武装冲突爆发后，他恢复了职务并主导军事行动。2024年初，该国政府计划对一西亚国家实施秘密军事打击，目...,2023年10月7日加沙冲突后，加兰特持续负责以色列军事行动。,0.1873020238202087,0.03636363636363636,0.6018433570861816,0.10909090909090909,55,0.07272727272727272
fact,19,在以色列近期一场重大政治争议期间，一位负责国防事务的高级官员因公开异议被临时解职；随后，在一个地区武装冲突爆发后，他恢复了职务并主导军事行动。2024年初，该国政府计划对一西亚国家实施秘密军事打击，目...,2024年4月16日，以色列原计划下个月袭击伊朗核设施。,0.2456070262374001,0.01818181818181818,0.6674116849899292,0.01818181818181818,55,0.01818181818181818
fact,19,在以色列近期一场重大政治争议期间，一位负责国防事务的高级官员因公开异议被临时解职；随后，在一个地区武装冲突爆发后，他恢复了职务并主导军事行动。2024年初，该国政府计划对一西亚国家实施秘密军事打击，目...,2024年4月7日，特朗普与到访美国的内塔尼亚胡在白宫举行会谈。,0.1685472326044281,0.09090909090909091,0.6098331212997437,0.07272727272727272,55,0.08181818181818182
fact,20,一个被国际制裁的中东国家，在2024年8月被报道计划向一个面临西方制裁的东欧国家提供数百枚特定短程弹道导弹；同时，在该月，这个国家在一个港口城市上空击落了一架外国无人机。在随后的秋季，这个国家被情报机...,2024年8月9日，两位匿名的欧洲情报官员透露，伊朗预计将很快向俄罗斯交付数百枚短程弹道导弹。,0.3798654006797859,0.0196078431372549,0.6812000274658203,0.0196078431372549,51,0.0196078431372549
fact,20,一个被国际制裁的中东国家，在2024年8月被报道计划向一个面临西方制裁的东欧国家提供数百枚特定短程弹道导弹；同时，在该月，这个国家在一个港口城市上空击落了一架外国无人机。在随后的秋季，这个国家被情报机...,2024年8月8日，伊朗军方在胡泽斯坦省港口城市马赫夏赫尔上空击落了一架外国无人机。,0.37672737403970585,0.0392156862745098,0.6071574687957764,0.0784313725490196,51,0.058823529411764705
